Symbiodinium52236	K00738
Symbiodinium40683	K22614
Symbiodinium13060	K04561
Symbiodinium58411	K16726
Symbiodinium49447	K24041
Symbiodinium27185	K07374
Symbiodinium19749	K12445
Symbiodinium36634	K17508
Symbiodinium41506	K02051
Symbiodinium32507	K12821
Symbiodinium47793	K17795
Symbiodinium42604	K00700
Symbiodinium48263	K15278
Symbiodinium53018	K06221
Symbiodinium32459	K05864
Symbiodinium53807	K17914
Symbiodinium41650	K08994
Symbiodinium28445	K02137
Symbiodinium32899	K15119
Symbiodinium37245	K05218
Symbiodinium40570	K07889
Symbiodinium5255	K17550
Symbiodinium22805	K10413
Symbiodinium43883	K23902
Symbiodinium48753	K00800
Symbiodinium9350	K09478
Symbiodinium17449	K12589
Symbiodinium40177	K10523
Symbiodinium7024	K05841
Symbiodinium8491	K15664
Symbiodinium42339	K14442
Symbiodinium19325	K18443
Symbiodinium48562	K02293
Symbiodinium27561	K11276
Symbiodinium41900	K11718
Symbiodinium32807	K03762
Symbiodinium25253	K07376
Symbiodinium20317	K21121
Symbiodinium52450	K10380
Symbiodinium41165	K08884
Symbiodinium9319	K03773
Symbiodinium25284	K24431
Symbiodinium52888	K08796
Symbiodinium41811	K14944
Symbiodinium43933	K01139
Symbiodinium32729	K01834
Symbiodinium65930	K02912
Symbiodinium28647	K06891
Symbiodinium14292	K10592
Symbiodinium11278	K04908
Symbiodinium35805	K13412
Symbiodinium31618	K12440
Symbiodinium48647	K24353
Symbiodinium30172	K03236
Symbiodinium36046	K15666
Symbiodinium55366	K12460
Symbiodinium20484	K15665
Symbiodinium28210	K03773
Symbiodinium53177	K14050
Symbiodinium25372	K21440
Symbiodinium17632	K16726
Symbiodinium30266	K22614
Symbiodinium54085	K00463
Symbiodinium23828	K03715
Symbiodinium32178	K25549
Symbiodinium21313	K14411
Symbiodinium46446	K22684
Symbiodinium4175	K02964
Symbiodinium16494	K07552
Symbiodinium49941	K10599
Symbiodinium16825	K10268
Symbiodinium30317	K01736
Symbiodinium10007	K02258
Symbiodinium28550	K09497
Symbiodinium45719	K07556
Symbiodinium39623	K08220
Symbiodinium18366	K03469
Symbiodinium20179	K22390
Symbiodinium41585	K07376
Symbiodinium36498	K17491
Symbiodinium41211	K06058
Symbiodinium37456	K25808
Symbiodinium7143	K06941
Symbiodinium38197	K18468
Symbiodinium55400	K03850
Symbiodinium29240	K02183
Symbiodinium47787	K16900
Symbiodinium46044	K12460
Symbiodinium46012	K11600
Symbiodinium10388	K05658
Symbiodinium26938	K00101
Symbiodinium35675	K03320
Symbiodinium13993	K12132
Symbiodinium30712	K01510
Symbiodinium47088	K03327
Symbiodinium51818	K13696
Symbiodinium14321	K13095
Symbiodinium5612	K13412
Symbiodinium14205	K02973
Symbiodinium21633	K10396
Symbiodinium13723	K08869
Symbiodinium7151	K01529
Symbiodinium45295	K14457
Symbiodinium31152	K26544
Symbiodinium40814	K23531
Symbiodinium44369	K15865
Symbiodinium45504	K00167
Symbiodinium27363	K01624
Symbiodinium23172	K16604
Symbiodinium31513	K20028
Symbiodinium16728	K12862
Symbiodinium44812	K00700
Symbiodinium43766	K01673
Symbiodinium11251	K01613
Symbiodinium57560	K08214
Symbiodinium12760	K16726
Symbiodinium25998	K15276
Symbiodinium32072	K00645
Symbiodinium36009	K16794
Symbiodinium48397	K06941
Symbiodinium52702	K12581
Symbiodinium20525	K12410
Symbiodinium29853	K19600
Symbiodinium22565	K01689
Symbiodinium37909	K23909
Symbiodinium26904	K06180
Symbiodinium29738	K01679
Symbiodinium21679	K14850
Symbiodinium51360	K04834
Symbiodinium39090	K02528
Symbiodinium54779	K10380
Symbiodinium9502	K13117
Symbiodinium31052	K03083
Symbiodinium48598	K16726
Symbiodinium38118	K09580
Symbiodinium38073	K04905
Symbiodinium12483	K01735
Symbiodinium8559	K10523
Symbiodinium13781	K03834
Symbiodinium6130	K16462
Symbiodinium43393	K02471
Symbiodinium21555	K13126
Symbiodinium40279	K08794
Symbiodinium28516	K09584
Symbiodinium40699	K17279
Symbiodinium24343	K04706
Symbiodinium43648	K10459
Symbiodinium55584	K13412
Symbiodinium20013	K21440
Symbiodinium5188	K10801
Symbiodinium36038	K08794
Symbiodinium18552	K10380
Symbiodinium19353	K23257
Symbiodinium50005	K05841
Symbiodinium26950	K10380
Symbiodinium17510	K05633
Symbiodinium37651	K03021
Symbiodinium26914	K15503
Symbiodinium7971	K10839
Symbiodinium60753	K06180
Symbiodinium30403	K08895
Symbiodinium24618	K05841
Symbiodinium37727	K04892
Symbiodinium42438	K18042
Symbiodinium18977	K17908
Symbiodinium12885	K01365
Symbiodinium58895	K22369
Symbiodinium33265	K14007
Symbiodinium41210	K13208
Symbiodinium18019	K14326
Symbiodinium40003	K08316
Symbiodinium27855	K02693
Symbiodinium25339	K01520
Symbiodinium48079	K12389
Symbiodinium23686	K10799
Symbiodinium56159	K03231
Symbiodinium46585	K05955
Symbiodinium27626	K17943
Symbiodinium9372	K01530
Symbiodinium48324	K05969
Symbiodinium54700	K06178
Symbiodinium18968	K04905
Symbiodinium29783	K04078
Symbiodinium27704	K07517
Symbiodinium37523	K10772
Symbiodinium51851	K01142
Symbiodinium5617	K22381
Symbiodinium12895	K26730
Symbiodinium539	K12460
Symbiodinium42050	K10423
Symbiodinium44464	K20715
Symbiodinium32163	K01365
Symbiodinium5781	K21734
Symbiodinium28665	K09481
Symbiodinium33165	K18740
Symbiodinium547	K06180
Symbiodinium27532	K03231
Symbiodinium34019	K14718
Symbiodinium6421	K21993
Symbiodinium18547	K03515
Symbiodinium50236	K12655
Symbiodinium50915	K03695
Symbiodinium52139	K16639
Symbiodinium38820	K01768
Symbiodinium27614	K06631
Symbiodinium56399	K21440
Symbiodinium12614	K00873
Symbiodinium47436	K01279
Symbiodinium33732	K00948
Symbiodinium29201	K22866
Symbiodinium5980	K11838
Symbiodinium42252	K07126
Symbiodinium23349	K11434
Symbiodinium6523	K20029
Symbiodinium31045	K13963
Symbiodinium32724	K15655
Symbiodinium26134	K11166
Symbiodinium26696	K01595
Symbiodinium49470	K16302
Symbiodinium41739	K05592
Symbiodinium44706	K23330
Symbiodinium34237	K08994
Symbiodinium44248	K19755
Symbiodinium11273	K15502
Symbiodinium10745	K04554
Symbiodinium19905	K11420
Symbiodinium11561	K04353
Symbiodinium25689	K15335
Symbiodinium17565	K10534
Symbiodinium17161	K12823
Symbiodinium44058	K19513
Symbiodinium43082	K08341
Symbiodinium11604	K04515
Symbiodinium17641	K03437
Symbiodinium47149	K20176
Symbiodinium50930	K13647
Symbiodinium46906	K13210
Symbiodinium44164	K16302
Symbiodinium8025	K25441
Symbiodinium11323	K04373
Symbiodinium45400	K19882
Symbiodinium57442	K02687
Symbiodinium30218	K15104
Symbiodinium41282	K15075
Symbiodinium30702	K14006
Symbiodinium25764	K11808
Symbiodinium51992	K20184
Symbiodinium54262	K10147
Symbiodinium33440	K17609
Symbiodinium10294	K14165
Symbiodinium31886	K07376
Symbiodinium30045	K09550
Symbiodinium49212	K10380
Symbiodinium34598	K02183
Symbiodinium44111	K14820
Symbiodinium29297	K19329
Symbiodinium45388	K05657
Symbiodinium24399	K20870
Symbiodinium28181	K22857
Symbiodinium16457	K04843
Symbiodinium54309	K00008
Symbiodinium18303	K06694
Symbiodinium8191	K00889
Symbiodinium19612	K01226
Symbiodinium30646	K00658
Symbiodinium47809	K07300
Symbiodinium45766	K00710
Symbiodinium22470	K20151
Symbiodinium21754	K20470
Symbiodinium28337	K00026
Symbiodinium21013	K16726
Symbiodinium45186	K01205
Symbiodinium52096	K03924
Symbiodinium50215	K13412
Symbiodinium42426	K24927
Symbiodinium19160	K18416
Symbiodinium59355	K15032
Symbiodinium42980	K17491
Symbiodinium30398	K12948
Symbiodinium6979	K10666
Symbiodinium34980	K01363
Symbiodinium35667	K03644
Symbiodinium47031	K08857
Symbiodinium17691	K11886
Symbiodinium23996	K03320
Symbiodinium23198	K08139
Symbiodinium11926	K12591
Symbiodinium38041	K05643
Symbiodinium37983	K16575
Symbiodinium14360	K00612
Symbiodinium29167	K12837
Symbiodinium26114	K18995
Symbiodinium43508	K01802
Symbiodinium45894	K07359
Symbiodinium58832	K10799
Symbiodinium8377	K01076
Symbiodinium19066	K04780
Symbiodinium14078	K08994
Symbiodinium7810	K11594
Symbiodinium20035	K07809
Symbiodinium5370	K05016
Symbiodinium35498	K13177
Symbiodinium58991	K21440
Symbiodinium5062	K21122
Symbiodinium47564	K22991
Symbiodinium48419	K13806
Symbiodinium57495	K01799
Symbiodinium48034	K08869
Symbiodinium36803	K10380
Symbiodinium27648	K09838
Symbiodinium49458	K15289
Symbiodinium30023	K12622
Symbiodinium47771	K06944
Symbiodinium46841	K04459
Symbiodinium47094	K12132
Symbiodinium45287	K12376
Symbiodinium51128	K25656
Symbiodinium45774	K17508
Symbiodinium46447	K25805
Symbiodinium18782	K10380
Symbiodinium32147	K00850
Symbiodinium55281	K01188
Symbiodinium34105	K10686
Symbiodinium47099	K24796
Symbiodinium5566	K21440
Symbiodinium57360	K01802
Symbiodinium22347	K10380
Symbiodinium21784	K12410
Symbiodinium7552	K20179
Symbiodinium56315	K09140
Symbiodinium55285	K24928
Symbiodinium27156	K06180
Symbiodinium56667	K17757
Symbiodinium14562	K02184
Symbiodinium49521	K10380
Symbiodinium17423	K16726
Symbiodinium46709	K01631
Symbiodinium17773	K16462
Symbiodinium46474	K10380
Symbiodinium7523	K06276
Symbiodinium45646	K18208
Symbiodinium45689	K07432
Symbiodinium39785	K12410
Symbiodinium53139	K21440
Symbiodinium36488	K08582
Symbiodinium38580	K18670
Symbiodinium57995	K03438
Symbiodinium40139	K08857
Symbiodinium42849	K13412
Symbiodinium51082	K06669
Symbiodinium33468	K05692
Symbiodinium20671	K01414
Symbiodinium6711	K14155
Symbiodinium22329	K00381
Symbiodinium7852	K12450
Symbiodinium7116	K12823
Symbiodinium32927	K03010
Symbiodinium43058	K03686
Symbiodinium22622	K09571
Symbiodinium46485	K23114
Symbiodinium50530	K12603
Symbiodinium27819	K06694
Symbiodinium28680	K01714
Symbiodinium30913	K24205
Symbiodinium24408	K15001
Symbiodinium20964	K10405
Symbiodinium30409	K01487
Symbiodinium16439	K17710
Symbiodinium49167	K04421
Symbiodinium27552	K01624
Symbiodinium26884	K02358
Symbiodinium17384	K04853
Symbiodinium73383	K12439
Symbiodinium58414	K17506
Symbiodinium7352	K16055
Symbiodinium27310	K02958
Symbiodinium50503	K05658
Symbiodinium34149	K09503
Symbiodinium52183	K18384
Symbiodinium74449	K02995
Symbiodinium23345	K00934
Symbiodinium7957	K03424
Symbiodinium729	K08292
Symbiodinium28232	K19788
Symbiodinium25044	K00764
Symbiodinium51397	K25698
Symbiodinium15406	K00485
Symbiodinium55880	K04856
Symbiodinium35142	K00820
Symbiodinium28392	K02950
Symbiodinium18017	K25877
Symbiodinium24936	K10799
Symbiodinium35433	K08681
Symbiodinium23183	K03500
Symbiodinium21512	K00703
Symbiodinium53792	K13348
Symbiodinium33308	K23451
Symbiodinium19800	K16726
Symbiodinium39460	K24524
Symbiodinium6983	K13291
Symbiodinium21065	K12460
Symbiodinium57590	K16726
Symbiodinium50727	K11493
Symbiodinium28472	K03094
Symbiodinium32265	K02838
Symbiodinium23087	K17743
Symbiodinium27251	K02575
Symbiodinium48053	K10260
Symbiodinium17539	K10626
Symbiodinium10884	K08727
Symbiodinium8029	K08829
Symbiodinium10993	K02932
Symbiodinium35869	K08281
Symbiodinium464	K14963
Symbiodinium18761	K24680
Symbiodinium58421	K25897
Symbiodinium27663	K03453
Symbiodinium51845	K10591
Symbiodinium31177	K24070
Symbiodinium39193	K07126
Symbiodinium20996	K20242
Symbiodinium49947	K01358
Symbiodinium55072	K19953
Symbiodinium10132	K21915
Symbiodinium51052	K05841
Symbiodinium32071	K13614
Symbiodinium9767	K12132
Symbiodinium14749	K01682
Symbiodinium44987	K13412
Symbiodinium45299	K22207
Symbiodinium7745	K08824
Symbiodinium34762	K01507
Symbiodinium26045	K01204
Symbiodinium43096	K24685
Symbiodinium34097	K03038
Symbiodinium46828	K09579
Symbiodinium23626	K00710
Symbiodinium56273	K10859
Symbiodinium52104	K11754
Symbiodinium15660	K16302
Symbiodinium22904	K14326
Symbiodinium13379	K00108
Symbiodinium31061	K03686
Symbiodinium27422	K02955
Symbiodinium58143	K17499
Symbiodinium32484	K03686
Symbiodinium26239	K09595
Symbiodinium25281	K09611
Symbiodinium30357	K14012
Symbiodinium57081	K14191
Symbiodinium46429	K13411
Symbiodinium58596	K14026
Symbiodinium37897	K08960
Symbiodinium19267	K02875
Symbiodinium42319	K15015
Symbiodinium44391	K18059
Symbiodinium12077	K04515
Symbiodinium56346	K15103
Symbiodinium26025	K03231
Symbiodinium32242	K00753
Symbiodinium46206	K08857
Symbiodinium9869	K02867
Symbiodinium7484	K19603
Symbiodinium52599	K01176
Symbiodinium26707	K01735
Symbiodinium42746	K14997
Symbiodinium30531	K04348
Symbiodinium18205	K07305
Symbiodinium40150	K04842
Symbiodinium6181	K18208
Symbiodinium49139	K11481
Symbiodinium32681	K00901
Symbiodinium43284	K24469
Symbiodinium7619	K14457
Symbiodinium28288	K02924
Symbiodinium55137	K19760
Symbiodinium29321	K13100
Symbiodinium12957	K03737
Symbiodinium50659	K07045
Symbiodinium12407	K01802
Symbiodinium29735	K23728
Symbiodinium193	K26456
Symbiodinium41332	K08715
Symbiodinium14985	K23555
Symbiodinium56513	K08764
Symbiodinium7694	K08794
Symbiodinium58777	K12460
Symbiodinium35518	K12823
Symbiodinium14250	K03514
Symbiodinium51859	K11420
Symbiodinium35753	K13761
Symbiodinium44523	K05841
Symbiodinium39178	K24752
Symbiodinium9008	K08794
Symbiodinium20839	K25792
Symbiodinium36281	K19752
Symbiodinium12457	K08585
Symbiodinium46850	K11163
Symbiodinium34964	K03259
Symbiodinium12377	K00249
Symbiodinium36901	K00384
Symbiodinium42474	K05794
Symbiodinium8684	K13342
Symbiodinium39471	K12891
Symbiodinium58062	K12460
Symbiodinium12889	K02144
Symbiodinium31147	K14326
Symbiodinium55654	K13207
Symbiodinium45596	K14782
Symbiodinium25159	K02132
Symbiodinium51781	K24469
Symbiodinium45838	K19626
Symbiodinium8469	K01897
Symbiodinium11996	K15293
Symbiodinium16931	K02234
Symbiodinium17445	K14079
Symbiodinium26490	K10380
Symbiodinium58578	K19199
Symbiodinium16675	K10408
Symbiodinium24686	K21358
Symbiodinium21603	K06662
Symbiodinium47676	K14539
Symbiodinium57039	K10594
Symbiodinium43948	K14326
Symbiodinium35729	K24030
Symbiodinium57895	K10389
Symbiodinium18044	K10396
Symbiodinium43062	K10396
Symbiodinium29922	K02183
Symbiodinium50270	K18342
Symbiodinium55682	K03686
Symbiodinium41264	K03654
Symbiodinium27275	K06901
Symbiodinium36776	K00002
Symbiodinium70239	K00665
Symbiodinium40118	K23029
Symbiodinium32692	K09537
Symbiodinium29709	K00364
Symbiodinium38126	K13412
Symbiodinium42404	K13210
Symbiodinium34214	K16185
Symbiodinium31143	K00140
Symbiodinium27887	K24205
Symbiodinium40603	K06129
Symbiodinium49269	K23994
Symbiodinium44501	K04955
Symbiodinium5482	K01139
Symbiodinium12845	K13755
Symbiodinium29614	K22684
Symbiodinium27289	K02575
Symbiodinium44023	K17943
Symbiodinium53003	K08493
Symbiodinium51204	K01110
Symbiodinium20985	K12119
Symbiodinium55424	K15333
Symbiodinium37184	K11068
Symbiodinium47555	K25897
Symbiodinium32342	K12894
Symbiodinium30707	K17681
Symbiodinium9439	K01802
Symbiodinium10505	K02365
Symbiodinium47748	K05841
Symbiodinium27385	K02889
Symbiodinium39053	K10770
Symbiodinium41710	K12614
Symbiodinium52789	K00077
Symbiodinium8411	K05016
Symbiodinium12574	K25166
Symbiodinium18323	K00605
Symbiodinium51774	K04875
Symbiodinium35971	K01188
Symbiodinium41065	K11836
Symbiodinium52947	K08869
Symbiodinium11164	K12460
Symbiodinium43176	K01069
Symbiodinium46325	K14755
Symbiodinium35505	K00327
Symbiodinium48438	K11416
Symbiodinium57699	K16726
Symbiodinium21191	K08337
Symbiodinium21835	K10380
Symbiodinium44850	K05534
Symbiodinium38486	K13806
Symbiodinium31326	K04344
Symbiodinium30423	K10418
Symbiodinium33456	K00645
Symbiodinium26967	K00249
Symbiodinium39755	K01049
Symbiodinium37881	K10884
Symbiodinium54039	K16271
Symbiodinium9150	K22698
Symbiodinium52645	K11844
Symbiodinium9726	K03130
Symbiodinium11765	K12311
Symbiodinium20379	K07115
Symbiodinium6648	K05681
Symbiodinium45242	K14213
Symbiodinium59031	K16726
Symbiodinium11239	K14856
Symbiodinium8842	K12483
Symbiodinium42693	K05681
Symbiodinium13115	K03254
Symbiodinium54755	K18740
Symbiodinium52627	K06901
Symbiodinium12249	K17339
Symbiodinium34333	K19674
Symbiodinium11526	K21440
Symbiodinium13189	K14819
Symbiodinium48640	K00486
Symbiodinium19305	K12888
Symbiodinium28332	K25476
Symbiodinium41940	K02371
Symbiodinium27355	K00939
Symbiodinium35530	K00456
Symbiodinium26291	K18764
Symbiodinium52912	K15503
Symbiodinium46787	K04628
Symbiodinium44710	K06974
Symbiodinium40987	K11835
Symbiodinium20529	K13705
Symbiodinium52363	K05542
Symbiodinium19363	K13239
Symbiodinium30283	K25611
Symbiodinium27496	K01379
Symbiodinium56986	K14190
Symbiodinium31042	K13412
Symbiodinium34601	K15259
Symbiodinium8163	K00889
Symbiodinium44483	K15637
Symbiodinium45991	K10799
Symbiodinium43295	K25614
Symbiodinium34411	K08798
Symbiodinium51956	K10394
Symbiodinium47418	K04460
Symbiodinium48181	K01908
Symbiodinium49042	K00486
Symbiodinium15559	K15378
Symbiodinium7754	K10807
Symbiodinium46088	K00641
Symbiodinium42405	K10380
Symbiodinium26034	K05681
Symbiodinium21885	K12460
Symbiodinium37609	K12605
Symbiodinium7904	K09874
Symbiodinium32308	K02437
Symbiodinium45371	K07232
Symbiodinium24601	K13720
Symbiodinium15297	K25656
Symbiodinium37566	K10455
Symbiodinium53721	K15706
Symbiodinium29242	K20028
Symbiodinium27732	K11092
Symbiodinium22647	K09592
Symbiodinium35966	K22503
Symbiodinium45519	K01373
Symbiodinium42624	K00799
Symbiodinium5928	K17630
Symbiodinium31213	K15176
Symbiodinium30447	K03969
Symbiodinium40864	K00045
Symbiodinium41948	K15666
Symbiodinium37408	K03152
Symbiodinium8859	K06941
Symbiodinium65008	K10380
Symbiodinium29370	K24685
Symbiodinium33043	K03686
Symbiodinium5118	K10585
Symbiodinium41477	K21850
Symbiodinium30666	K10380
Symbiodinium17007	K19947
Symbiodinium10139	K06999
Symbiodinium49754	K25824
Symbiodinium32275	K10408
Symbiodinium42850	K24317
Symbiodinium17844	K23424
Symbiodinium31248	K25552
Symbiodinium47606	K22763
Symbiodinium49310	K09540
Symbiodinium54099	K16794
Symbiodinium22095	K19525
Symbiodinium25111	K07115
Symbiodinium12621	K08716
Symbiodinium49997	K08857
Symbiodinium50753	K10563
Symbiodinium39124	K23801
Symbiodinium41552	K03564
Symbiodinium35591	K14963
Symbiodinium18129	K17964
Symbiodinium7414	K01875
Symbiodinium23991	K10523
Symbiodinium37092	K06180
Symbiodinium34235	K17506
Symbiodinium35788	K19029
Symbiodinium25156	K01192
Symbiodinium32004	K10409
Symbiodinium36769	K04515
Symbiodinium12453	K04077
Symbiodinium18843	K04097
Symbiodinium47424	K08798
Symbiodinium34881	K21866
Symbiodinium22036	K03686
Symbiodinium56451	K06183
Symbiodinium46639	K07376
Symbiodinium34345	K26735
Symbiodinium44458	K00059
Symbiodinium45844	K07806
Symbiodinium41172	K14802
Symbiodinium23108	K00545
Symbiodinium52004	K08288
Symbiodinium39743	K16890
Symbiodinium40380	K01534
Symbiodinium51711	K16196
Symbiodinium47520	K19327
Symbiodinium26272	K15032
Symbiodinium36283	K01770
Symbiodinium52559	K10862
Symbiodinium27942	K03217
Symbiodinium31183	K17580
Symbiodinium42350	K05692
Symbiodinium36852	K01338
Symbiodinium29298	K02440
Symbiodinium39622	K00464
Symbiodinium30529	K03029
Symbiodinium56979	K01456
Symbiodinium46178	K00799
Symbiodinium26526	K02699
Symbiodinium35292	K08151
Symbiodinium56188	K12460
Symbiodinium16023	K05841
Symbiodinium44604	K02183
Symbiodinium38124	K10406
Symbiodinium32232	K24427
Symbiodinium3000	K02870
Symbiodinium5085	K11438
Symbiodinium32981	K25451
Symbiodinium47801	K00847
Symbiodinium36418	K00026
Symbiodinium29657	K18660
Symbiodinium48787	K08332
Symbiodinium17542	K12460
Symbiodinium23801	K04905
Symbiodinium30723	K11254
Symbiodinium30369	K10732
Symbiodinium43275	K19751
Symbiodinium6812	K06999
Symbiodinium36832	K17943
Symbiodinium34802	K10746
Symbiodinium48872	K20551
Symbiodinium21157	K13291
Symbiodinium48233	K26544
Symbiodinium35110	K06221
Symbiodinium23306	K00871
Symbiodinium42401	K20777
Symbiodinium55635	K10380
Symbiodinium6320	K06941
Symbiodinium5974	K08869
Symbiodinium35157	K07767
Symbiodinium28286	K19532
Symbiodinium43251	K17800
Symbiodinium51230	K15191
Symbiodinium49665	K10615
Symbiodinium27645	K02219
Symbiodinium56864	K00432
Symbiodinium5695	K03509
Symbiodinium26999	K08908
Symbiodinium11700	K24175
Symbiodinium34942	K03178
Symbiodinium8655	K19704
Symbiodinium5226	K14724
Symbiodinium25693	K03294
Symbiodinium28743	K12857
Symbiodinium7539	K10357
Symbiodinium48953	K00815
Symbiodinium14676	K05692
Symbiodinium31789	K03097
Symbiodinium30247	K13628
Symbiodinium33230	K00465
Symbiodinium25224	K15275
Symbiodinium9132	K07562
Symbiodinium46165	K17943
Symbiodinium51849	K10967
Symbiodinium54302	K10614
Symbiodinium6209	K08193
Symbiodinium32202	K01641
Symbiodinium59278	K17710
Symbiodinium33602	K22684
Symbiodinium29899	K03259
Symbiodinium18099	K20367
Symbiodinium37008	K05681
Symbiodinium30220	K20872
Symbiodinium17455	K14696
Symbiodinium41164	K09518
Symbiodinium53076	K11412
Symbiodinium6492	K17906
Symbiodinium24953	K01897
Symbiodinium40823	K01338
Symbiodinium28373	K00857
Symbiodinium5359	K01408
Symbiodinium41229	K24185
Symbiodinium41937	K11703
Symbiodinium11190	K08762
Symbiodinium15448	K06969
Symbiodinium44535	K10450
Symbiodinium50507	K00871
Symbiodinium22289	K03327
Symbiodinium13753	K10355
Symbiodinium57650	K19607
Symbiodinium57349	K24317
Symbiodinium24354	K07890
Symbiodinium9435	K11982
Symbiodinium39946	K10703
